CVE_ID,CWE,CWE_Name,CWE_Description,Base Score,Base Severity,Vector String,Attack Vector,Attack Complexity,Privileges Required,User Interaction,Scope,Confidentiality Impact,Integrity Impact,Availability Impact,Exploitability Score,Impact Score,label
CVE-2018-14631,CWE-79,"[""Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')""]",['The product does not neutralize or incorrectly neutralizes user-controllable input before it is placed in output that is used as a web page that is served to other users.'],6.1,MEDIUM,CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,NETWORK,LOW,NONE,REQUIRED,CHANGED,LOW,LOW,NONE,2.8,2.7,0
CVE-2019-0538,NVD-CWE-noinfo,[],[],7.8,HIGH,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,LOCAL,LOW,NONE,REQUIRED,UNCHANGED,HIGH,HIGH,HIGH,1.8,5.9,1
CVE-2019-14745,CWE-77,"[""Improper Neutralization of Special Elements used in a Command ('Command Injection')""]","['The product constructs all or part of a command using externally-influenced input from an upstream component, but it does not neutralize or incorrectly neutralizes special elements that could modify the intended command when it is sent to a downstream component.']",7.8,HIGH,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,LOCAL,LOW,NONE,REQUIRED,UNCHANGED,HIGH,HIGH,HIGH,1.8,5.9,1
CVE-2021-4231,CWE-79,"[""Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')""]",['The product does not neutralize or incorrectly neutralizes user-controllable input before it is placed in output that is used as a web page that is served to other users.'],5.4,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:N,NETWORK,LOW,LOW,REQUIRED,CHANGED,LOW,LOW,NONE,2.3,2.7,0
CVE-2021-3945,N/A,[],[],6.1,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,NETWORK,LOW,NONE,REQUIRED,CHANGED,LOW,LOW,NONE,2.8,2.7,0
CVE-2023-46634,N/A,[],[],6.1,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,NETWORK,LOW,NONE,REQUIRED,CHANGED,LOW,LOW,NONE,2.8,2.7,0
CVE-2022-44726,CWE-79,"[""Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')""]",['The product does not neutralize or incorrectly neutralizes user-controllable input before it is placed in output that is used as a web page that is served to other users.'],5.4,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:N,NETWORK,LOW,LOW,REQUIRED,CHANGED,LOW,LOW,NONE,2.3,2.7,0
CVE-2024-11446,CWE-79,"[""Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')""]",['The product does not neutralize or incorrectly neutralizes user-controllable input before it is placed in output that is used as a web page that is served to other users.'],6.1,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,NETWORK,LOW,NONE,REQUIRED,CHANGED,LOW,LOW,NONE,2.8,2.7,0
CVE-2023-7124,N/A,[],[],6.1,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,NETWORK,LOW,NONE,REQUIRED,CHANGED,LOW,LOW,NONE,2.8,2.7,0
CVE-2017-16821,CWE-79,"[""Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')""]",['The product does not neutralize or incorrectly neutralizes user-controllable input before it is placed in output that is used as a web page that is served to other users.'],5.4,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:N,NETWORK,LOW,LOW,REQUIRED,CHANGED,LOW,LOW,NONE,2.3,2.7,0
CVE-2021-25140,CWE-22,"[""Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal')""]","['The product uses external input to construct a pathname that is intended to identify a file or directory that is located underneath a restricted parent directory, but the product does not properly neutralize special elements within the pathname that can cause the pathname to resolve to a location that is outside of the restricted directory.']",9.8,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,3.9,5.9,1
CVE-2019-20441,CWE-79,"[""Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')""]",['The product does not neutralize or incorrectly neutralizes user-controllable input before it is placed in output that is used as a web page that is served to other users.'],4.8,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:C/C:L/I:L/A:N,NETWORK,LOW,HIGH,REQUIRED,CHANGED,LOW,LOW,NONE,1.7,2.7,0
CVE-2018-15847,CWE-79,"[""Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')""]",['The product does not neutralize or incorrectly neutralizes user-controllable input before it is placed in output that is used as a web page that is served to other users.'],6.1,MEDIUM,CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,NETWORK,LOW,NONE,REQUIRED,CHANGED,LOW,LOW,NONE,2.8,2.7,0
CVE-2015-7111,CWE-119,['Improper Restriction of Operations within the Bounds of a Memory Buffer'],"[""The product performs operations on a memory buffer, but it reads from or writes to a memory location outside the buffer's intended boundary. This may result in read or write operations on unexpected memory locations that could be linked to other variables, data structures, or internal program data.""]",,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1
CVE-2024-20846,CWE-787,['Out-of-bounds Write'],"['The product writes data past the end, or before the beginning, of the intended buffer.']",7.8,HIGH,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,LOCAL,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,1.8,5.9,1
CVE-2021-29028,CWE-79,"[""Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')""]",['The product does not neutralize or incorrectly neutralizes user-controllable input before it is placed in output that is used as a web page that is served to other users.'],4.8,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:C/C:L/I:L/A:N,NETWORK,LOW,HIGH,REQUIRED,CHANGED,LOW,LOW,NONE,1.7,2.7,0
CVE-2022-4211,N/A,[],[],6.1,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,NETWORK,LOW,NONE,REQUIRED,CHANGED,LOW,LOW,NONE,2.8,2.7,0
CVE-2022-44748,CWE-22,"[""Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal')""]","['The product uses external input to construct a pathname that is intended to identify a file or directory that is located underneath a restricted parent directory, but the product does not properly neutralize special elements within the pathname that can cause the pathname to resolve to a location that is outside of the restricted directory.']",7.5,HIGH,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:U/C:H/I:H/A:H,NETWORK,HIGH,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,1.6,5.9,1
CVE-2023-4596,N/A,[],[],,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1
CVE-2023-27338,N/A,[],[],,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1
CVE-2024-5622,CWE-426,['Untrusted Search Path'],"[""The product searches for critical resources using an externally-supplied search path that can point to resources that are not under the product's direct control.""]",7.8,HIGH,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,LOCAL,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,1.8,5.9,1
CVE-2017-15515,CWE-79,"[""Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')""]",['The product does not neutralize or incorrectly neutralizes user-controllable input before it is placed in output that is used as a web page that is served to other users.'],4.8,MEDIUM,CVSS:3.0/AV:N/AC:L/PR:H/UI:R/S:C/C:L/I:L/A:N,NETWORK,LOW,HIGH,REQUIRED,CHANGED,LOW,LOW,NONE,1.7,2.7,0
CVE-2024-52725,N/A,[],[],,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1
CVE-2015-6598,CWE-20,['Improper Input Validation'],"['The product receives input or data, but it does\n        not validate or incorrectly validates that the input has the\n        properties that are required to process the data safely and\n        correctly.']",,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1
CVE-2022-27478,CWE-434,['Unrestricted Upload of File with Dangerous Type'],['The product allows the upload or transfer of dangerous file types that are automatically processed within its environment.'],8.8,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,NETWORK,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,2.8,5.9,1
CVE-2024-45850,CWE-94,"[""Improper Control of Generation of Code ('Code Injection')""]","['The product constructs all or part of a code segment using externally-influenced input from an upstream component, but it does not neutralize or incorrectly neutralizes special elements that could modify the syntax or behavior of the intended code segment.']",8.8,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,NETWORK,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,2.8,5.9,1
CVE-2023-28394,CWE-78,"[""Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection')""]","['The product constructs all or part of an OS command using externally-influenced input from an upstream component, but it does not neutralize or incorrectly neutralizes special elements that could modify the intended OS command when it is sent to a downstream component.']",8.8,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,NETWORK,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,2.8,5.9,1
CVE-2023-29438,N/A,[],[],4.8,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:C/C:L/I:L/A:N,NETWORK,LOW,HIGH,REQUIRED,CHANGED,LOW,LOW,NONE,1.7,2.7,0
CVE-2018-19820,CWE-79,"[""Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')""]",['The product does not neutralize or incorrectly neutralizes user-controllable input before it is placed in output that is used as a web page that is served to other users.'],6.1,MEDIUM,CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,NETWORK,LOW,NONE,REQUIRED,CHANGED,LOW,LOW,NONE,2.8,2.7,0
CVE-2015-5816,CWE-119,['Improper Restriction of Operations within the Bounds of a Memory Buffer'],"[""The product performs operations on a memory buffer, but it reads from or writes to a memory location outside the buffer's intended boundary. This may result in read or write operations on unexpected memory locations that could be linked to other variables, data structures, or internal program data.""]",,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1
CVE-2017-13904,CWE-119,['Improper Restriction of Operations within the Bounds of a Memory Buffer'],"[""The product performs operations on a memory buffer, but it reads from or writes to a memory location outside the buffer's intended boundary. This may result in read or write operations on unexpected memory locations that could be linked to other variables, data structures, or internal program data.""]",7.8,HIGH,CVSS:3.0/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,LOCAL,LOW,NONE,REQUIRED,UNCHANGED,HIGH,HIGH,HIGH,1.8,5.9,1
CVE-2018-0404,CWE-89,"[""Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection')""]","['The product constructs all or part of an SQL command using externally-influenced input from an upstream component, but it does not neutralize or incorrectly neutralizes special elements that could modify the intended SQL command when it is sent to a downstream component. Without sufficient removal or quoting of SQL syntax in user-controllable inputs, the generated SQL query can cause those inputs to be interpreted as SQL instead of ordinary user data.']",7.5,HIGH,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,NONE,NONE,3.9,3.6,1
CVE-2023-44954,CWE-79,"[""Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')""]",['The product does not neutralize or incorrectly neutralizes user-controllable input before it is placed in output that is used as a web page that is served to other users.'],5.4,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:N,NETWORK,LOW,LOW,REQUIRED,CHANGED,LOW,LOW,NONE,2.3,2.7,1
CVE-2021-44255,CWE-306,['Missing Authentication for Critical Function'],['The product does not perform any authentication for functionality that requires a provable user identity or consumes a significant amount of resources.'],7.2,HIGH,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H,NETWORK,LOW,HIGH,NONE,UNCHANGED,HIGH,HIGH,HIGH,1.2,5.9,1
CVE-2018-5313,CWE-732,['Incorrect Permission Assignment for Critical Resource'],['The product specifies permissions for a security-critical resource in a way that allows that resource to be read or modified by unintended actors.'],7.8,HIGH,CVSS:3.0/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,LOCAL,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,1.8,5.9,1
CVE-2022-32130,CWE-79,"[""Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')""]",['The product does not neutralize or incorrectly neutralizes user-controllable input before it is placed in output that is used as a web page that is served to other users.'],6.1,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,NETWORK,LOW,NONE,REQUIRED,CHANGED,LOW,LOW,NONE,2.8,2.7,0
CVE-2023-6033,CWE-79,"[""Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')""]",['The product does not neutralize or incorrectly neutralizes user-controllable input before it is placed in output that is used as a web page that is served to other users.'],5.4,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:N,NETWORK,LOW,LOW,REQUIRED,CHANGED,LOW,LOW,NONE,2.3,2.7,0
CVE-2022-1276,N/A,[],[],9.8,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,3.9,5.9,1
CVE-2022-2372,CWE-79,"[""Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')""]",['The product does not neutralize or incorrectly neutralizes user-controllable input before it is placed in output that is used as a web page that is served to other users.'],4.8,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:C/C:L/I:L/A:N,NETWORK,LOW,HIGH,REQUIRED,CHANGED,LOW,LOW,NONE,1.7,2.7,0
CVE-2021-34518,NVD-CWE-noinfo,[],[],,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1
CVE-2024-24804,N/A,[],[],5.4,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:N,NETWORK,LOW,LOW,REQUIRED,CHANGED,LOW,LOW,NONE,2.3,2.7,0
CVE-2024-31484,N/A,[],[],,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1
CVE-2022-34301,NVD-CWE-noinfo,[],[],6.7,MEDIUM,CVSS:3.1/AV:L/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H,LOCAL,LOW,HIGH,NONE,UNCHANGED,HIGH,HIGH,HIGH,0.8,5.9,1
CVE-2025-24505,N/A,[],[],,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1
CVE-2024-10412,CWE-79,"[""Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')""]",['The product does not neutralize or incorrectly neutralizes user-controllable input before it is placed in output that is used as a web page that is served to other users.'],5.4,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:N,NETWORK,LOW,LOW,REQUIRED,CHANGED,LOW,LOW,NONE,2.3,2.7,0
CVE-2021-30935,NVD-CWE-noinfo,[],[],8.8,HIGH,CVSS:3.1/AV:A/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,ADJACENT_NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,2.8,5.9,1
CVE-2022-0165,N/A,[],[],6.1,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,NETWORK,LOW,NONE,REQUIRED,CHANGED,LOW,LOW,NONE,2.8,2.7,0
CVE-2022-30536,N/A,[],[],4.8,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:C/C:L/I:L/A:N,NETWORK,LOW,HIGH,REQUIRED,CHANGED,LOW,LOW,NONE,1.7,2.7,0
CVE-2024-4132,CWE-427,['Uncontrolled Search Path Element'],"['The product uses a fixed or controlled search path to find resources, but one or more locations in that path can be under the control of unintended actors.']",,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1
CVE-2018-17364,"CWE-94, CWE-362","[""Improper Control of Generation of Code ('Code Injection')"", ""Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition')""]","['The product constructs all or part of a code segment using externally-influenced input from an upstream component, but it does not neutralize or incorrectly neutralizes special elements that could modify the syntax or behavior of the intended code segment.', 'The product contains a concurrent code sequence that requires temporary, exclusive access to a shared resource, but a timing window exists in which the shared resource can be modified by another code sequence operating concurrently.']",8.1,HIGH,CVSS:3.0/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H,NETWORK,HIGH,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,2.2,5.9,1
CVE-2020-7658,CWE-444,"[""Inconsistent Interpretation of HTTP Requests ('HTTP Request/Response Smuggling')""]","['The product acts as an intermediary HTTP agent\n         (such as a proxy or firewall) in the data flow between two\n         entities such as a client and server, but it does not\n         interpret malformed HTTP requests or responses in ways that\n         are consistent with how the messages will be processed by\n         those entities that are at the ultimate destination.']",6.1,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,NETWORK,LOW,NONE,REQUIRED,CHANGED,LOW,LOW,NONE,2.8,2.7,0
CVE-2023-40265,CWE-434,['Unrestricted Upload of File with Dangerous Type'],['The product allows the upload or transfer of dangerous file types that are automatically processed within its environment.'],8.8,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,NETWORK,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,2.8,5.9,1
CVE-2020-23697,CWE-79,"[""Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')""]",['The product does not neutralize or incorrectly neutralizes user-controllable input before it is placed in output that is used as a web page that is served to other users.'],5.4,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:N,NETWORK,LOW,LOW,REQUIRED,CHANGED,LOW,LOW,NONE,2.3,2.7,0
CVE-2023-25894,CWE-416,['Use After Free'],"['The product reuses or references memory after it has been freed. At some point afterward, the memory may be allocated again and saved in another pointer, while the original pointer references a location somewhere within the new allocation. Any operations using the original pointer are no longer valid because the memory ""belongs"" to the code that operates on the new pointer.']",7.8,HIGH,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,LOCAL,LOW,NONE,REQUIRED,UNCHANGED,HIGH,HIGH,HIGH,1.8,5.9,1
CVE-2020-25786,CWE-79,"[""Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')""]",['The product does not neutralize or incorrectly neutralizes user-controllable input before it is placed in output that is used as a web page that is served to other users.'],6.1,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,NETWORK,LOW,NONE,REQUIRED,CHANGED,LOW,LOW,NONE,2.8,2.7,0
CVE-2022-4030,CWE-22,"[""Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal')""]","['The product uses external input to construct a pathname that is intended to identify a file or directory that is located underneath a restricted parent directory, but the product does not properly neutralize special elements within the pathname that can cause the pathname to resolve to a location that is outside of the restricted directory.']",8.1,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:H,NETWORK,LOW,LOW,NONE,UNCHANGED,NONE,HIGH,HIGH,2.8,5.2,1
CVE-2018-8473,CWE-787,['Out-of-bounds Write'],"['The product writes data past the end, or before the beginning, of the intended buffer.']",7.5,HIGH,CVSS:3.0/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:H,NETWORK,HIGH,NONE,REQUIRED,UNCHANGED,HIGH,HIGH,HIGH,1.6,5.9,1
CVE-2025-0537,CWE-79,"[""Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')""]",['The product does not neutralize or incorrectly neutralizes user-controllable input before it is placed in output that is used as a web page that is served to other users.'],4.8,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:C/C:L/I:L/A:N,NETWORK,LOW,HIGH,REQUIRED,CHANGED,LOW,LOW,NONE,1.7,2.7,0
CVE-2022-36562,NVD-CWE-Other,[],[],8.8,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,NETWORK,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,2.8,5.9,1
CVE-2022-20646,CWE-79,"[""Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')""]",['The product does not neutralize or incorrectly neutralizes user-controllable input before it is placed in output that is used as a web page that is served to other users.'],6.1,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,NETWORK,LOW,NONE,REQUIRED,CHANGED,LOW,LOW,NONE,2.8,2.7,1
CVE-2023-25089,CWE-787,['Out-of-bounds Write'],"['The product writes data past the end, or before the beginning, of the intended buffer.']",7.2,HIGH,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H,NETWORK,LOW,HIGH,NONE,UNCHANGED,HIGH,HIGH,HIGH,1.2,5.9,1
